author,author_id
Ken Walker,25219
Lenka Peterson,25220
Dan O'Conner,25221
Graham Harman,25222
Dossie Easton,25223
Janet W. Hardy,25224
Samuel Taylor Coleridge,25225
Peter Dayan,25226
Laurence F. Abbott,25227
John Postgate,25228
Minari Endoh,25229
Meaghan Delahunt,25230
Ann Smolin,25231
Bokang Maragelo,25232
Diane Clehane,25233
Richard Hoskins,25234
Angus Konstam,25235
Mary Schramski,25236
Howard Stephen Berg,25237
New York City Ballet,25238
William J. Murtagh,25239
Dom Wulstan Mork,25240
Bernard Most,25241
Lynne Rossetto Kasper,25242
Mark Rashid,25243
Kosuke Fujishima,25244
Joseph Edminister,25245
Elisabeth Young-Bruel,25246
Faith Bethelard,25247
Theodor Mommsen,25248
Nick  Van Der Bijl,25249
Donald Dutton,25250
Susan Golant,25251
Director of the Roosevelt House Public Policy Institute at Hunter College Harold Holzer,25252
Sudeep Nagarkar,25253
J. H. Elliott,25254
Frank H. Knight,25255
Nigel Worden,25256
Herbert Marcuse,25257
Mark W. Green,25258
Leah M. Green,25259
Frederick Brown,25260
Andrea Disessa,25261
Marie Donovan,25262
David S. Brown,25263
Burt Korall,25264
Paula Vogel,25265
Christiana Tsai,25266
Benjamin R. Teitelbaum,25267
Bruce C. Birch,25268
Terence E. Fretheim,25269
Paul Collins,25270
Ruth Benedict,25271
Mary Beard,25272
Reader in Classics Mary Beard,25273
John North,25274
Simon Price,25275
Lecturer in Ancient History and Fellow of Lady Margaret Hall Simon Price,25276
Henry Van Dyke,25277
Giuseppe Pontiggia,25278
Dedre Gentner,25279
Susan Goldin-Meadow,25280
Richard D. Moore,25281
Peter Simkins,25282
J. Evetts Haley,25283
Jerry Hirschfield,25284
Svetlana Alliluyeva,25285
J. A. Johnstone,25286
Jason Weiss,25287
Kim Isaac Eisler,25288
Marvel Comics,25289
John A. Broadus,25290
Peter Navarro,25291
Martha C. Nussbaum,25292
Sean Mayes,25293
Bryan Bergeron,25294
Blythe Camenson,25295
Keith Durham,25296
John Stage,25297
Nancy Radke,25298
Lin Pardey,25299
Larry Pardey,25300
Elizabeth Leese,25301
Mometrix Media LLC,25302
Alberto Ferreiro,25303
Frank Cunningham,25304
Henry Drummond,25305
A.J. Gerrard,25306
John Boswell,25307
Wilson Jeremiah Moses,25308
Albert Bandura,25309
Tommy Morgan,25310
H.W. Brands,25311
A. L. Morton,25312
Iain Gately,25313
Kimberly L Hunter,25314
Lawrence C. Wroth,25315
Manlio Simonetti,25316
Niki Yektai,25317
Frank Scoblete,25318
Billy Merrell,25319
Kevin O'Hara,25320
Thor Heyerdahl,25321
John Sickels,25322
Jim Stirling,25323
Siegfried Lenz,25324
Adele Pillitteri,25325
Amanda Frisken,25326
William R. Newman,25327
Sofia Stril-Rever,25328
Xenophon,25329
Diana McLellan,25330
Joan Rivers,25331
Bernard Ruffin,25332
Joanne E. Drinan,25333
Frank Spellman,25334
Gillian Roberts,25335
Pamela Branch,25336
Kevin Canty,25337
Severt Young Bear,25338
Sue Harden,25339
Charles Melcher,25340
François Furet,25341
Lama Surya Das,25342
Debra White Smith,25343
Penelope Ward,25344
"Keeland, Vi",25345
Susan Doran,25346
Alfred Tennyson,25347
Agnes Lee,25348
Gerrilyn Smith,25349
Dee Cox,25350
Jacqui Saradjian,25351
William May,25352
Ronald Lawler,25353
Joseph Boyle,25354
Evelyn S. Rawski,25355
Gary Hardwick,25356
Kurt Brungardt,25357
"Jennifer Ashton, M.D.",25358
Elizabeth M. Townshend,25359
Corey Dolgon,25360
Claire L. Warga,25361
Isolina Ricci,25362
Lucy Bell,25363
Kjersti Hoff Baez,25364
Brenda Bancroft,25365
Doris English,25366
Norma Jean Lutz,25367
Doris G. Bargen,25368
Kathy Henderson,25369
Cemal Kafadar,25370
Wendy Willard,25371
Jade Lee,25372
Fred Howard,25373
Ramesh P. Richard,25374
Christine Leigh Heyrman,25375
Robert C. King,25376
Pamela Khipple Mulligan,25377
Marc Ambinder,25378
Kathryn Meyrick,25379
Matthieu Ricard,25380
Trinh Xuan Thuan,25381
Cay Lang,25382
Claudio Modena,25383
P.B. Lourenço,25384
P. Roca,25385
Michael Frankel,25386
R. Woodson,25387
Levison Wood,25388
Robin Stevens,25389
Ruth Gipson Plowhead,25390
Ian L. Pepper,25391
Charles P. Gerba,25392
Terry J. Gentry,25393
Raina M. Maier,25394
Julia Indichova,25395
Maud Grieve,25396
John L. Lumley,25397
Ruth J. Silverstein,25398
Allen Pomerantz,25399
Heywood Wald,25400
Gary Braver,25401
Courtney Davis,25402
Simon Armitage,25403
Jang-Kyo Kim,25404
Yiu-Wing Mai,25405
Niels H. Lauersen,25406
Roger Steffens,25407
Reggie Dabbs,25408
John Driver,25409
Dean Fenton Krakel,25410
William Julius Wilson,25411
Ernest Sosa,25412
Jaegwon Kim,25413
Jeremy Fantl,25414
Matthew McGrath,25415
Kenneth Ring,25416
Evelyn Elsaesser Valarino,25417
John Binns,25418
Vicar John Binns,25419
Stan Dembecki,25420
Kirk Perron,25421
J. Benton Jones Jr.,25422
Elizabeth Hershberger Bauman,25423
G.M. Ford,25424
Piet Oudolf,25425
Noel Kingsbury,25426
DORLING KINDERSLEY LTD.,25427
Stefan Landsberger,25428
James D. G. Dunn,25429
Hugh Ehrman,25430
Sam Polk,25431
Lois H. Gresh,25432
Robert A Weinberg,25433
Cynthia Heimel,25434
Tillie Newhart,25435
Mary Lee Powell,25436
Marvin Barrett,25437
Eugene McCabe,25438
Martin Durrell,25439
Katrin Kohl,25440
Gudrun Loftus,25441
Claudia Kaiser,25442
Llewellyn,25443
Caroline Mitchell,25444
Reuven Hammer,25445
Lawrence James,25446
Cornelius Tacitus,25447
J. C. Yardley,25448
Anthony A. Barrett,25449
Marc Gregoire,25450
Oliver Grau,25451
William Saletan,25452
Ronald M. Glassman,25453
David A. Dilworth,25454
J. Thomas Rimer,25455
Jacques Soustelle,25456
Jay Greenberg,25457
Stephen A. Mitchell,25458
Psychoanalyst Jay R Greenberg,25459
Frederic G. Greenberg,25460
Reader in Classics Stephen Mitchell,25461
Mark Richard Miller,25462
Rex Miller,25463
Ariel A. Bloch,25464
Chana Bloch,25465
Emma Lathen,25466
Katherine Orrison,25467
Jim Gleeson,25468
Wendy Hutton,25469
Lindsay Welsh,25470
Sofie Ryan,25471
Simon Chan,25472
Michael Levine,25473
Jessica Pennington,25474
Margaret Clark,25475
John Mckane,25476
John Pierson,25477
David T. Conley,25478
Frank Lubecki Pogson,25479
Patricia Roush,25480
Daniel Pedoe,25481
Elizabeth Kytle,25482
Nadia Durrani,25483
Bettye Collier-Thomas,25484
Sonya Fitzpatrick,25485
Hayao Miyazaki,25486
MaryRose Occhino,25487
Michel Picard,25488
Robert E. Wood,25489
Linda Grant De Pauw,25490
Pocket Books,25491
Thompson PDR,25492
Irving Sarnoff,25493
Suzanne Sarnoff,25494
Hal Blood,25495
Chieh Chieng,25496
Steven Rosenblatt,25497
Cameron Stauth,25498
Harry Blackstone,25499
Rick Telander,25500
Andrew P. Johnson,25501
Scott A. Snook,25502
Karli Watson,25503
Christian Nagel,25504
Jacob Hammer Pedersen,25505
Jon D. Reid,25506
Morgan Skinner,25507
Alison McGhee,25508
Mohammed J. Kabir,25509
Evelyn Leite,25510
Isaiah Trunk,25511
Michael G. Haag,25512
Lucien C. Haag,25513
Wankyu Choi,25514
Allan Kent,25515
Chris Lea,25516
Ganesh Prasad,25517
John Allan Wyeth,25518
Gary Kamiya,25519
Renee Simon M.S. C.N.S.,25520
Leonard Nadler,25521
Zeace Nadler,25522
Joseph A. Page,25523
Janet Hobhouse,25524
Robert Ruby,25525
Fernando Aramburu,25526
Gabriel A. Almond,25527
Sidney Verba,25528
Wilhelm Reich,25529
Lyle Zapato,25530
Everett L. Worthington Jr.,25531
Anthony Minghella,25532
Christine Gledhill,25533
John Rollin Ridge,25534
Music Sales,25535
Kristine Carlson,25536
P. H. Matthews,25537
William C. Harvey,25538
José Posada,25539
Anthony Giddens,25540
Gail Petersen,25541
Mayra Santos-Febres,25542
Chip Silverman,25543
Bob P. Moore,25544
Maxine Moore,25545
Blair Jackson,25546
Salvatore Attardo,25547
Christine L. Krueger,25548
Jilly Cooper,25549
Mark Essig,25550
Dori Chaconas,25551
Daniel J. Flynn,25552
Norma Broude,25553
Mary D. Garrard,25554
Steve Striffler,25555
Mark Moberg,25556
Gilbert M. Joseph,25557
Emily S. Rosenberg,25558
Tess Mallos,25559
Camila Sosa Villada,25560
Mary Ann Doane,25561
Erik Kraft,25562
Dani Sinclair,25563
Diane Armstrong,25564
Lenny McLean,25565
Sean Adams,25566
Noreen Morioka,25567
Cécile David-Weill,25568
Dan Olweus,25569
Ulla Connor,25570
Ulla M. Connor,25571
Connor Ulla M,25572
Michael H Long,25573
Murray Bodo,25574
Jay Dennis,25575
Gottlob Frege,25576
Juliette Wood,25577
Bodhidharma,25578
Oxford Oxford Languages,25579
Brian Long,25580
Yutaka Katayama,25581
Dustin Boswell,25582
Trevor Foucher,25583
Fred Kaplan,25584
Nancy Nason-Clark,25585
Catherine Clark Kroeger,25586
Christopher Marquis,25587
George Shea,25588
Eric A. Marks,25589
Diane Scarazzini,25590
Jon B. Cooke,25591
Bradford Angier,25592
The Arthur Waley Estate,25593
Caroline Casey,25594
Mary Ann Glendon,25595
Jenny Jochens,25596
Frederick M. Franks,25597
Frederick M. Ausubel,25598
Roger Brent,25599
Robert E. Kingston,25600
David D. Moore,25601
J. G. Seidman,25602
John A. Smith,25603
Kevin Struhl,25604
George C. Schatz,25605
Julie J. Ingersoll,25606
John Nichols,25607
Hermann Palsson,25608
Christine Filardi,25609
Wayne Geltman,25610
Amanda Stevens,25611
Rick Shelley,25612
Jean Barrett,25613
Zsuzsanna E. Budapest,25614
Chris Forman,25615
Claire Asher,25616
Michael Kent Curtis,25617
Bill Moyer,25618
JoAnn MacAllister,25619
Mary Lou Finley Steven Soifer,25620
Maureen N. McLane,25621
Tom Van Flandern,25622
Marjorie Randon Hershey,25623
Institute Historian T. F. Peterson,25624
Anthony Slide,25625
Gwendolin Sims Warren,25626
Robert M. Overstreet,25627
Norma Olizon-Chikiamco,25628
Efrem Smith,25629
Anita Louise Crane,25630
Arden Franklin,25631
Joanne O'Sullivan,25632
Roy Jones,25633
Aretta Jenkins,25634
John Bell,25635
Kaz Cooke,25636
Deep Halder,25637
Toby Harnden,25638
Ibn Tufayl,25639
Cynthia Breazeal,25640
Jonathan Poppele,25641
Malcolm Macdonald,25642
T. Lindsay Baker,25643
Fannie Hurst,25644
James Webster,25645
Georg Feder,25646
Kenneth R. Samples,25647
Ronald Nash,25648
John Napier,25649
Antonio Somera,25650
Livia Kohn,25651
Justus George Lawler,25652
Dave W. Mercer,25653
Steven D. Nowicki,25654
David Mercer,25655
Dan Squier,25656
Julianne Schultz,25657
E.A. Schreiber,25658
Joseph Rykwert,25659
Gary S. Aumiller,25660
Daniel Goldfarb,25661
Phil Hughes,25662
Viktorie Navratilova,25663
Katherine Ellison,25664
Agapi Stassinopoulos,25665
Educational Testing Service,25666
Jon Ronson,25667
Dorothy Corey,25668
Bertram Fields,25669
Vijay K. Rohatgi,25670
A.K. Md. Ehsanes Saleh,25671
Edward A. Johnson,25672
Ray Robinson,25673
Howard Fosdick,25674
Rachel Searles,25675
David Donachie,25676
Michelle Balge,25677
David M. Goldenberg,25678
Pamela F. Gallin,25679
J. J. Saunders,25680
Julie Sussman,25681
Stephanie Glakas-Tenet,25682
Richard Steinberg,25683
Gail Stein,25684
Brian Sullivan,25685
"Richard C. Lamb, Jr.",25686
E. F. J. Payne,25687
Robert Hale Strong,25688
Ashley Halsey,25689
Jacquelyn Rogers,25690
Susan Zimmermann,25691
Timothy Freke,25692
Susan Swain,25693
C-SPAN,25694
Stephen J. Simpson,25695
Angela E. Douglas,25696
DAMA International,25697
Anne Edwards,25698
Rhonda Britten,25699
Craig B. Highberger,25700
Ryan C. Williams,25701
Jean Aspen,25702
Gail Feichtinger,25703
John Desanto,25704
Gary Waller,25705
Max Brand,25706
Donna Gates,25707
Linda Schatz,25708
Wayne Lapierre,25709
James Jay Baker,25710
Jill Sherer Murray,25711
Robert I. Moore,25712
Antal Szerb,25713
Bill Burton,25714
David G. Pietramala,25715
Neil A. Grauer,25716
Michael Hiltzik,25717
Arthur Morrison,25718
Christopher H. Sterling,25719
Cary O'Dell,25720
Travis V. Mason,25721
Alyson Richman,25722
Louis De Wohl,25723
Robert H. Ferrell,25724
Richard Gordon,25725
F.G. Rea,25726
Francis Crosby,25727
Jack Knight,25728
Knight Jack,25729
Committee on Care at the End of Life,25730
Institute of Medicine,25731
Mourid Barghouti,25732
Peggy Kotsopoulos,25733
Sylvia Smith,25734
Irene Duke,25735
Chris Widener,25736
"Vincent J.M. DiMaio, M.D.",25737
"Suzanna E. Dana, M.D.",25738
Elizabeth I (Queen of England),25739
Steven W. May,25740
Christian Busch,25741
Swami Satchidananda,25742
Richard Barker,25743
Paul Massiglia,25744
James D. Berkley,25745
Lilias Folan,25746
Alan Burt Akers,25747
Deborah Schecter,25748
Claudine Hellmuth,25749
Robert Colby,25750
Landon Beach,25751
Deryn Lake,25752
Dan P. McAdams,25753
Elizabeth Brown Pryor,25754
Graham Masterton,25755
Roland Edmund Murphy,25756
Roland E. Murphy,25757
Harish Johari,25758
George Bibel,25759
Jill Dunkerton,25760
Susan Foister,25761
Dillian Gordon,25762
Nicholas Penny,25763
William Marshall Smart,25764
W. M. Smart,25765
R. M. Green,25766
Assia Djebar,25767
Olivia Remie Constable,25768
Dean W. Arnold,25769
Lee Hammond,25770
Peggy Cullen,25771
Bob Yandian,25772
Walter Scott,25773
Andrea Brandt,25774
Edward C. Wallace,25775
Stephen F. West,25776
Paul Belien,25777
Gay L. Gullickson,25778
Timothy M. Rohan,25779
Eugene Znosko-Borovsky,25780
Joan L. Coffey,25781
Margaret Sutton,25782
Tim Perry,25783
Richard John Bowring,25784
Haruko Uryu Laurie,25785
John M. Blatt,25786
Victor F. Weisskopf,25787
Rosita Arvigo,25788
Joy Priest,25789
Joan Hewett,25790
Richard L. Kagan,25791
Jacqueline Susann,25792
Arthur Pink,25793
Constance Beresford-Howe,25794
Matthew Kelly,25795
Anne L. MacDonald,25796
Jean Ross Justice,25797
Matthew Bamberg,25798
Martin Winckler,25799
Terry W. Hensle,25800
David Chmiel,25801
Richard Gold,25802
Johny Pitts,25803
Lee Edwards,25804
Erich S. Gruen,25805
Alan Gordon,25806
Douglas Farrow,25807
Francis Talyn Lynch,25808
Philip Jenkins,25809
Nancy G. Siraisi,25810
Susan Besze Wallace,25811
Rob Thompson,25812
Philip Pauli,25813
Two Leggings,25814
Jimmy Moore,25815
Maria Emmerich,25816
Thomas J. Csordas,25817
Kim J. Vicente,25818
Laura Dawn Lewis,25819
Daniel Mack,25820
Ronaldo Munck,25821
"Theocritus,",25822
C.G. Jung,25823
Suleiman Yasir Suleiman,25824
Stephen P. Hubbell,25825
Lewis B. Smedes,25826
Kat Cantrell,25827
Reiko Kishida,25828
Atul Vashistha,25829
Avinash Vashistha,25830
David G. Hewitt,25831
Nancy Lemberger,25832
Kenneth H. Rosen,25833
Liz Tyner,25834
Christal Presley,25835
Philippe Claudel,25836
Rick Ridgeway,25837
Paula Fredriksen,25838
Victor H. Matthews,25839
Andy Goldsworthy,25840
James Lipton,25841
Sinead Moriarty,25842
Allan B. Jacobs,25843
David Shibley,25844
Naomi Shibley,25845
Laura Berman,25846
Joan Hustace Walker,25847
Benn Steil,25848
Harold L. Lustig,25849
Ivan Yakushin,25850
Richard Mahler,25851
Robin Sampson,25852
E.C. Tubb,25853
Katie Tamony,25854
Barbara Canida,25855
Lucinda Liddell,25856
Hal Leonard Corp.,25857
Eric A. Glover,25858
Andy Griffiths,25859
Sarah J. Robinson,25860
George Bartko,25861
Stephen Haines,25862
Mark Harlan,25863
Chris Derossi,25864
Ben Stein,25865
Phil DeMuth,25866
Rebecca Hagan Lee,25867
David Mumford,25868
Walt Harrington,25869
Mario Szpuszta,25870
Matthew MacDonald,25871
Ella Fitzgerald,25872
Van Alexander,25873
Joshua Palmatier,25874
Henry Gammidge,25875
Joanna K. M. Hanson,25876
Arthur Nersesian,25877
Pamela Clarke Keogh,25878
David P. Belmont,25879
Simon Jacobson,25880
Lenore Terr,25881
G. Harry Stine,25882
Bill Stine,25883
Gavin Baddeley,25884
Dan Boothby,25885
Scott Hagwood,25886
Donald Mccaig,25887
E. Randall Floyd,25888
Jimmy Kennedy,25889
Kim Rizk,25890
Maggie Stearns,25891
James Fahn,25892
Brendan Wenzel,25893
Jorge Ramos,25894
David and Claudia Arp,25895
K. G. Denbigh,25896
Kenneth George Denbigh,25897
Candice DeLong,25898
Monte Burch,25899
Tom T. Chamales,25900
Mickey Zucker Reichert,25901
Helaine Selin,25902
Janet McDonald,25903
Patrick Chamoiseau,25904
Louise Allen,25905
S. John Ross,25906
Matthew  Fox,25907
Cioma Schönhaus,25908
Michael Rundell,25909
Nikki Katz,25910
Byron Rogers,25911
Brian Cantwell Smith,25912
Edith L. Blumhofer,25913
Edith Waldvogel Blumhofer,25914
Steven Heller,25915
Veronique Vienne,25916
Errol G. Lewars,25917
June Cerza Kolf,25918
Lane Gold,25919
William W. Savage,25920
Garrett Sutton,25921
"Harris, McHenry & Baker Co.",25922
Khenchen Thrangu Rinpoche,25923
Charles L. Briggs,25924
Margaret L. King,25925
James M. Henslin,25926
E.J. Graff,25927
Jason Frenn,25928
Davy Rothbart,25929
Amar Bhide,25930
James E. Gibson,25931
Madison Colleen F. Moore Professor of Psychology University of Wisconsin,25932
Elizabeth Brownstein,25933
Mel Krantzler,25934
David Kahn,25935
Maria R. Audubon,25936
Panos Karnezis,25937
John Holland,25938
Lisa Mullarkey,25939
John Hepworth,25940
Stan Tatkin,25941
John Bowlby,25942
Carolyn S. Wallace,25943
Brian B. Hand,25944
Vaughan Prain,25945
Melissa Wiltrout,25946
Jon Entine,25947
David M. Jordan,25948
Winifred Aldrich,25949
Ashley Warlick,25950
Helen Gustafson,25951
Maureen O'Shea,25952
Richard E. Burnett,25953
Jan Siegel,25954
Roxann Kriete,25955
Carol Davis,25956
Gregory L. Baker,25957
Jerry P. Gollub,25958
Robert Ross,25959
Lisa Alther,25960
James Houston,25961
Jan Wahl,25962
Janet Butler,25963
Christopher M. Colles,25964
Sue Dyson,25965
Svende Kold,25966
Paul Poulos,25967
Suzanne S. Harrison,25968
Patrick H. Sullivan,25969
Doris Piserchia,25970
Eve O'Kelly,25971
"John E. Roueche, Ph.D president, Roueche Graduate Center, National American University",25972
"George A. Baker, III",25973
Robert R. Rose,25974
Bruce Lincoln,25975
Wells Tower,25976
Gay Courter,25977
Curt Zoller,25978
Richard M. Langworth,25979
Suzannah Lipscomb,25980
Beatrice Coogan,25981
Samuel Shellabarger,25982
Jonathan Yardley,25983
Melissa L. Meyer,25984
Charles A. Riley II,25985
Peter Max,25986
Mary Francis Shura,25987
Barry Rigal,25988
Alice Kirk Grierson,25989
Tanya Michaels,25990
Nancy Shipman,25991
James Ladyman,25992
Paddy Griffin,25993
Frances FitzGerald,25994
James Vance Marshall,25995
Tom Hale,25996
Steve Thorson,25997
Paul Hawken,25998
Samuel Chase Coale,25999
William B. Breuer,26000
Bob Levin,26001
Duncan Steel,26002
I.A. Horowitz,26003
Joseph Pérez,26004
John S. Hammond,26005
Ralph L. Keeney,26006
Howard Raiffa,26007
Phillip Knightley,26008
Thomas E. Frank,26009
Stefan Korbonski,26010
Robert H. Reid,26011
Kay Traille,26012
Jim Lola,26013
Dennis O'Brien,26014
Brad Nichols,26015
Donald Samsel,26016
Deborah K. Dietsch,26017
R. A. Lafferty,26018
Lily Small,26019
Thomas Petruzzellis,26020
Caryl Phillips,26021
Felicia Zopol,26022
Sinclair Intimacy Institute,26023
Feisal Abdul Rauf,26024
Cyprian Davis,26025
Richard Heinberg,26026
Guy De la Bédoyère,26027
Corbin,26028
Ryan S. Wood,26029
Kay Vandevier Henry,26030
Kellie VanHorn,26031
Alexander Lowen,26032
Barbara Strauch,26033
"McGraw-Hill, Glencoe",26034
Zoe Diana Draelos,26035
Callan Wink,26036
James Wickersham,26037
M.I.A.,26038
Jessica Bryan,26039
Duff Brenna,26040
Mazo De la Roche,26041
Hilda Cartrette Smith,26042
Annemarie Schimmel,26043
Marjorie Leet Ford,26044
Steven Heine,26045
Samuel Cohen,26046
Beatrice Hollyer,26047
Cathy Maxwell,26048
Lee Bueno,26049
Janell L. Carroll,26050
Melanie Rae Thon,26051
Andrew Kirtzman,26052
R. Kent Hughes,26053
Gloria Allred,26054
Sarah Ferguson,26055
Lisanne Norman,26056
Digital Fire,26057
Jim Bouton,26058
Jürgen Trimborn,26059
Susan B Townsend,26060
Stella Cottrell,26061
Stephen Swain,26062
Edward Kasner,26063
James Newman,26064
Mary P. Harward,26065
Stephen Schwartz,26066
Kabir Sehgal,26067
Surishtha Sehgal,26068
Brian D. Kennedy,26069
Lisa Whelchel,26070
Gene Autry,26071
Oakley Haldeman,26072
Ofelia Dumas Lachtman,26073
Robert N. Bellah,26074
Michael Ozner,26075
Karen B Chapman,26076
Nona Kilgore Bauer,26077
Tim O'Shei,26078
Davis A. Young,26079
Ralph F. Stearley,26080
Michael Streissguth,26081
Niara Terela Isley,26082
Rock Dilisio,26083
Keith F. Nickle,26084
Melyssa St. Michael,26085
Linda Formichelli,26086
Justin Marozzi,26087
Christopher Marshall,26088
Dante Germino,26089
Claude Ake,26090
Earl O. Roe,26091
Philip G. Zimbardo,26092
Shirley L. Radl,26093
Shelly Youngblut,26094
Cheryl S. Smith,26095
Shannon Bream,26096
Will Leitch,26097
Jennie Louise Frankel,26098
Terrie Maxine Frankel,26099
Joanne Parrent,26100
Ann Widdecombe,26101
George L. Mosse,26102
Steven R. Fischer,26103
Magoosh,26104
Chris Lele,26105
Mike McGarry,26106
Don Macleod,26107
Debra Macleod,26108
John 'Lofty' Wiseman,26109
Sonja M. Stewart,26110
Cynthia Haseloff,26111
June Naugle,26112
Gertrude Crampton,26113
Jack Sim,26114
Steve N. G. Howell,26115
Ian Lewington,26116
Will Russell,26117
David Misch,26118
Wolfram von Eschenbach,26119
Cyril Edwards,26120
Richard Barber,26121
Daniel Minoli,26122
Jeff Zabin,26123
Gresh Brebach,26124
John Michael O'Loughlin,26125
Brett Matthews,26126
Eric Kramer,26127
Ruth Maran,26128
Richard M. McMurry,26129
David Nuyen,26130
Fred N Grayson,26131
LaReine Chabut,26132
Richard J. Trudeau,26133
Rosemary Rowe,26134
Sam R. Hamburg,26135
Steve Woolgar,26136
William Poundstone,26137
Mary Ward Brown,26138
Joe Theismann,26139
Jim Wooten,26140
Carl Elliott,26141
Peter D. Kramer,26142
Luc Bauwens,26143
Michel Lubrano,26144
Jean-François Richard,26145
Vivienne Sosnowski,26146
Maurice Peress,26147
Nina Hoffman,26148
Board on Health Sciences Policy,26149
Committee on Understanding the Biology of Sex and Gender Differences,26150
"John Rittinghouse, PhD, CISM",26151
"James F. Ransome, PhD, CISM, CISSP",26152
David K. Allison,26153
Larrie D. Ferreiro,26154
Marvin V. Arnett,26155
Robert S. Brown,26156
Geeta Anand,26157
"Edward J. Renehan, Jr.",26158
Joseph Weiler,26159
Markos Kounalakis,26160
J. H. H. Weiler,26161
Weiler J. H. H.,26162
Gerard Williams,26163
Robert Leonhard,26164
Ashayana Deane,26165
Michael Corcoran,26166
Christopher Puetz,26167
Peter Van den Ende,26168
Dore Gold,26169
Francesca Stavrakopoulou,26170
Graham Mackintosh,26171
Lucas Delattre,26172
"Randolph M. Nesse, MD",26173
George C. Williams,26174
Kathleen Eagle,26175
Jessica W. Berg,26176
Paul S. Appelbaum,26177
Charles W. Lidz,26178
Lisa S. Parker,26179
Jearl Walker,26180
Jack Knowlton,26181
Nicki Joy,26182
Edward J. Petuch,26183
Nancy Burke,26184
Paul Stump,26185
Mira Kirshenbaum,26186
Anne Rockwell,26187
Smith Wigglesworth,26188
Jon Jory,26189
Ute Wand,26190
Karla Spitzer,26191
Larry Kahaner,26192
John Gerring,26193
Jason R. Rich,26194
Michael Taussig,26195
Ruth Hubbard,26196
Rick Conner,26197
Rupi Kaur,26198
Gary Hedstrom,26199
Peg Hedstrom,26200
Judy Ondrla Tremore,26201
William Joel Meggs,26202
Carol Svec,26203
Alice Christensen,26204
American Yoga Association,26205
Sibsankar Haldar,26206
Mark Singer,26207
D. Caillard,26208
J.L. Martin,26209
Carol Easton,26210
Ivor Horton,26211
Irina Paperno,26212
"Christopher Gordon De Pree, Ph.D.",26213
Wendy Abraham,26214
Karen Tye,26215
Silvia Borando,26216
Tom Bass,26217
John Durkee,26218
Robert Winkler,26219
Stearn Robinson,26220
Tom Corbett,26221
Mary Lyndon Shanley,26222
Paul J. Ruditis,26223
Don Marquis,26224
Mark Brend,26225
Miriam Forman-Brunell,26226
Marci Pliskin,26227
Shari L. Just,26228
Josiah Bunting,26229
Dominic Goodall,26230
Patrick Thean,26231
Joe Boggs,26232
Dennis Petrie,26233
Wilson A Sutherland,26234
Tiffany Reisz,26235
Mark Lester,26236
Larry Beason,26237
Thomas E. Sniegoski,26238
Jay MacLeod,26239
Robert Forward,26240
Andrew Rezin,26241
Johanna C. Burani,26242
Linda Rao,26243
Gerd Horten,26244
Olive Higgins Prouty,26245
George H. Ross,26246
John Butler,26247
Gregory J. Gbur,26248
Gordon K. Williamson,26249
Helena María Viramontes,26250
William F. Buckley Jr.,26251
Gertrude Atherton,26252
David Gage,26253
United States. Federal Aviation Administration,26254
Gail M. Platt,26255
Stephen C. Anderson,26256
Steven A. Harris,26257
Deborah Jinkins,26258
Stacey L. Edmonson,26259
Liz Scott,26260
Kim Shaw,26261
Jerusha Clark,26262
Dr. Jeramy Clark,26263
Linda Joy Myers,26264
Calvin C. Clawson,26265
Andrei Codrescu,26266
Karen M. Zager,26267
Alice K. Rubenstein,26268
Icchokas Meras,26269
Jonas Zdanys,26270
Floyd Schneider,26271
Floyd E. Schneider,26272
Charlotte Vale Allen,26273
Chris Goode,26274
Christopher L. Miller,26275
Neil Raybould,26276
S. Srinivasa Sivakumar,26277
Ollie Cornes,26278
Rob Birdwell,26279
Matt Butler,26280
Gary Johnson,26281
Ajoy Krishnamoorthy,26282
Connie Briscoe,26283
Joanne Kimes,26284
Jeffrey Kimes,26285
Neraida Smith,26286
Ruth Prawer Jhabvala,26287
Philippe De Vosjoli,26288
Delia Falconer,26289
Alex MacFarlane,26290
William Marvel,26291
Michael A. PALMER,26292
Michael T. Isenberg,26293
Annaliese F Connolly,26294
Alan Sked,26295
Michele R. Wells,26296
Milton T. Burton,26297
David A. Wolfe,26298
Anthony Dias Blue,26299
Edwin Wise,26300
Kathy Jinkings,26301
Tom Reiss,26302
"National Academies of Sciences, Engineering, and Medicine",26303
Health and Medicine Division,26304
Board on Population Health and Public Health Practice,26305
Committee on Community-Based Solutions to Promote Health Equity in the United States,26306
Marc Cranswick,26307
Leith Anderson,26308
Fran Warde,26309
Clifford Wright,26310
Louis Pauwels,26311
Jacques Bergier,26312
Evan Connell,26313
Paco Ignacio Taibo,26314
Judith Farr,26315
Stanley P Baldwin,26316
Eliza Lynn Linton,26317
Daniel Lipkowitz,26318
Hazel Rowley,26319
Dan Buettner,26320
Adrien Clautrier,26321
Henry Rowe,26322
Barry Levine,26323
Ivan Brunetti,26324
Cynthia Weill,26325
Robert Rosenberg,26326
"Danielle Ofri, MD",26327
John R. Tunis,26328
Frank Dominguez,26329
James S. Noblitt,26330
J. Gilbert,26331
M. Murray,26332
Kenneth R. Andrews,26333
Kenneth Raymond Andrews,26334
Jeffrey Alan Gray,26335
Craig Fraser,26336
Mitchell Smith,26337
Mike Chen,26338
Peter Nabokov,26339
Amie A. Doughty,26340
